Tweet,User,User_ID,Geo,HashTag,Date
0,Miami Weather: Tropical Wave Will Be A Rainmaker For South Florida This Weekend http://dlvr.it/R9MCWH pic.twitter.com/E8RU3Awyl0,miaminewsnow,59516314,,,Tue Jul 30 16:52:08 +0000 2019
1,Dr. Phillip Frost Recovering Following Surgery After Being Hospitalized With Chest Pains http://dlvr.it/R9Jk2Q pic.twitter.com/ayD0vktIQA,miaminewsnow,59516314,,,Mon Jul 29 22:48:38 +0000 2019
2,Florida’s Back-To-School Tax Holiday Starts Friday http://dlvr.it/R9JL7m pic.twitter.com/VFdk6HV9Mf,miaminewsnow,59516314,,,Mon Jul 29 19:49:08 +0000 2019
3,"Experts Try To Help Beached Whales Off Redington Beach, Florida http://dlvr.it/R9Hs2d pic.twitter.com/frHLjN4X4y",miaminewsnow,59516314,,,Mon Jul 29 16:48:08 +0000 2019
4,Focus On South Florida: The Persian Medium http://dlvr.it/R9FDKP pic.twitter.com/AbZuFlDJXH,miaminewsnow,59516314,,,Sun Jul 28 19:43:37 +0000 2019
5,Facing South Florida: CBS News’ David Begnaud On Week Of Protests In Puerto Ricohttp://dlvr.it/R9DvBQ,miaminewsnow,59516314,,,Sun Jul 28 16:42:07 +0000 2019
6,"Home Market Foods Recalls More Than 53,000 Pounds Of Frozen Meatballs Sold In Several States, Including Florida http://dlvr.it/R9C0P9 pic.twitter.com/EhpxHYsUq9",miaminewsnow,59516314,,,Sat Jul 27 19:37:37 +0000 2019
7,Yacht Goes Up In Flames In Fort Lauderdale http://dlvr.it/R9970F pic.twitter.com/MVpRuoPMFv,miaminewsnow,59516314,,,Sat Jul 27 01:28:37 +0000 2019
8,Construction Worker Struck By Lighting In Doral http://dlvr.it/R98rn2 pic.twitter.com/uHqPB5Dyv8,miaminewsnow,59516314,,,Fri Jul 26 22:29:37 +0000 2019
9,"WR Allen Hurns Gets Shot At Comeback, Signed By Miami Dolphins http://dlvr.it/R98T3m pic.twitter.com/yAWXZNHigT",miaminewsnow,59516314,,,Fri Jul 26 19:29:38 +0000 2019
10,Ultra Music Festival Moving Back To Bayfront Park In Downtown Miami http://dlvr.it/R95qGZ pic.twitter.com/s2buaPC2NB,miaminewsnow,59516314,,,Fri Jul 26 01:28:07 +0000 2019
11,Parents Of Parkland Shooting Victims Speak To Congressional Committee On School Safety http://dlvr.it/R95W1d pic.twitter.com/THtaQ7TONa,miaminewsnow,59516314,,,Thu Jul 25 22:28:08 +0000 2019
12,Police ID Body Of Man Found Off Hillsboro Inlet http://dlvr.it/R955xt pic.twitter.com/bAGOCLZesN,miaminewsnow,59516314,,,Thu Jul 25 19:27:08 +0000 2019
13,"Police: Shooting Of Woman In Miami Gardens Targeted, Gang-Related http://dlvr.it/R91bz0 pic.twitter.com/Ye9NSdrij8",miaminewsnow,59516314,,,Wed Jul 24 19:24:07 +0000 2019
14,Rescue Crews Search For Man Who Fell From Boat Off Hillsboro Inlet http://dlvr.it/R914fd pic.twitter.com/UrtoUmijEw,miaminewsnow,59516314,,,Wed Jul 24 16:21:37 +0000 2019
15,Lauren’s List: Breaking Down Common Sleeping Myths http://dlvr.it/R90T51 pic.twitter.com/AIhEIYmuMv,miaminewsnow,59516314,,,Wed Jul 24 13:20:07 +0000 2019
16,Dillard High School Teacher Accused Of Sexual Assault On Minor http://dlvr.it/R8y4vK pic.twitter.com/BxKPml8PEH,miaminewsnow,59516314,,,Tue Jul 23 19:23:06 +0000 2019
17,Uber Driver Robbed At Gunpoint In Miami Intersection http://dlvr.it/R8xYQQ pic.twitter.com/A3QKddCpLx,miaminewsnow,59516314,,,Tue Jul 23 16:19:07 +0000 2019
18,"Tracking The Tropics: Tropical Depression Not A Threat, Expected To Dissipate Wednesday http://dlvr.it/R8wyKF pic.twitter.com/O8x4X8d762",miaminewsnow,59516314,,,Tue Jul 23 13:17:07 +0000 2019
