Tweet,User,User_ID,Geo,HashTag,Date
0,"Are you one of the roughly 100 million people affected by the Capital One data breach? If you don't know, you can find out here:http://on.nbc6.com/oOkqWQR",nbc6,15727981,,,Tue Jul 30 18:00:28 +0000 2019
1,This was a Telemundo 51 story translated for NBC 6: https://www.telemundo51.com/noticias/local/Solo-en-Hialeah-KFC-tambien-vende-flan-513346541.html …. Here is a video of our sister station's reporter doing the interviews on site: https://www.facebook.com/watch/?v=412837785999256 …,nbc6,15727981,,,Tue Jul 30 17:39:32 +0000 2019
2,Special needs nurse accused of sexual battery of 9-year-old girl at Miami home: http://on.nbc6.com/LwCqDQR pic.twitter.com/UsnMollNpV,nbc6,15727981,,,Tue Jul 30 17:35:28 +0000 2019
3,"Yikes! Out of nearly 500 delivery workers surveyed, more 25% said they'd munched on food from an order, according to a new surveyhttp://on.nbc6.com/eS8XZEm",nbc6,15727981,,,Tue Jul 30 17:15:47 +0000 2019
4,Police searching for woman accused of urinating on potatoes at one of its stores in Pennsylvaniahttp://on.nbc6.com/csWlpor,nbc6,15727981,,,Tue Jul 30 16:33:03 +0000 2019
5,Dolphins coach: Ryan Fitzpatrick is front-runner in QB race: http://on.nbc6.com/j99BPws pic.twitter.com/cOfkP2bECM,nbc6,15727981,,,Tue Jul 30 16:03:06 +0000 2019
6,St. Louis man finds 'mummified' baby in his mother's freezer: http://on.nbc6.com/253c0zx pic.twitter.com/xqveSr7Fbn,nbc6,15727981,,,Tue Jul 30 15:51:00 +0000 2019
7,Authorities temporarily close Oakland Park daycare where toddler was found dead in hot van: http://on.nbc6.com/BzX9jaG pic.twitter.com/fCVT7MILFX,nbc6,15727981,,,Tue Jul 30 15:41:47 +0000 2019
8,"New Jersey couple buys out a Payless shoe store, then donates all the shoes to a women's shelterhttp://on.nbc6.com/vqfpbJS",nbc6,15727981,,,Tue Jul 30 15:30:52 +0000 2019
9,Florida man accused of threatening President Trump: during Walmart arrest:http://on.nbc6.com/yPmK0Od,nbc6,15727981,,,Tue Jul 30 15:04:46 +0000 2019
10,Denis Potvin announces retirement as TV broadcaster for Panthers: http://on.nbc6.com/DgIJ5pi pic.twitter.com/A3Y3o7JbyR,nbc6,15727981,,,Tue Jul 30 14:47:39 +0000 2019
11,"According to an anonymous whistleblower, Apple contractors regularly eavesdrop on recordings with medical information, drug deals and even intimate momentshttp://on.nbc6.com/oPtn5vh",nbc6,15727981,,,Tue Jul 30 14:29:31 +0000 2019
12,"UPDATE: Man rushed to hospital after car crashed into canal in Doral has died, FHP officials say: http://on.nbc6.com/ov0MVrL pic.twitter.com/kVOWQKcazm",nbc6,15727981,,,Tue Jul 30 14:04:57 +0000 2019
13,DEVELOPING: 2 TSA officers placed on leave after noose found in baggage screening area at Miami International Airport: http://on.nbc6.com/PZz5T1n pic.twitter.com/9H4itFTpQD,nbc6,15727981,,,Tue Jul 30 14:01:09 +0000 2019
14,"""Spectacularly disgusting"" drone footage gives bird's-eye view of homelessness crisis in Californiahttp://on.nbc6.com/xapGlNM",nbc6,15727981,,,Tue Jul 30 13:55:24 +0000 2019
15,BREAKING: Man rushed to hospital after he's pulled from car that crashed into canal in Doral: http://on.nbc6.com/XphzHjh pic.twitter.com/bR0s0z3XB2,nbc6,15727981,,,Tue Jul 30 13:18:51 +0000 2019
16,"6 THINGS TO KNOW Are you affected by the Capital One data breach? Also, NBC 6 Shark Week underway as we dive in with special reports. Did you know a South Florida KFC sells flan? – http://on.nbc6.com/wsByXlU pic.twitter.com/ctoZA3LypQ",nbc6,15727981,,,Tue Jul 30 13:00:09 +0000 2019
17,"The day before convicted sex offender Jeffrey Epstein was found injured in his jail cell, he was handed a lawsuit from a woman who says he raped her when she was just 15 years old:http://on.nbc6.com/3bTrIZ2",nbc6,15727981,,,Tue Jul 30 12:36:43 +0000 2019
18,"""The shark just absolutely nailed it."" A shark bit a teen in a Florida beach in the same area where another surfer was bitten over the weekend:http://on.nbc6.com/2LbCcMu",nbc6,15727981,,,Tue Jul 30 12:10:29 +0000 2019
19,"To celebrate the upcoming 25th anniversary of the series premiere, prepare for a 'Friends' pop-up experience. Details:http://on.nbc6.com/DCquNCh",nbc6,15727981,,,Tue Jul 30 11:00:10 +0000 2019
20,"There's half an hour left of our morning newscast! Join us! Here's one of the fun-filled moments you could be missing out on (Welcome back, @SheliNBC6!) WATCH LIVE: http://on.nbc6.com/6zriBDg pic.twitter.com/Uank8X98S7",nbc6,15727981,,,Tue Jul 30 10:32:09 +0000 2019
21,"The couple played dead, fearing the gunman would try to finish them off:http://on.nbc6.com/IXlJ8r1",nbc6,15727981,,,Tue Jul 30 10:30:06 +0000 2019
22,"FIRST ALERT WEATHER Warm, partly cloudy Tuesday morning before isolated afternoon storms. Today's Forecast: http://on.nbc6.com/N8Zj4Y6 pic.twitter.com/8O0U6gorGE",nbc6,15727981,,,Tue Jul 30 10:00:07 +0000 2019
